address,categories,city,country,name,reviews.rating,reviews.text
225 6th St S E,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Travel,Apartment Hotels,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Auburn,US,La Quinta Inn & Suites Auburn,5,"we were impressed with quality of hotel,very clean and friendly helpful staff. The rooms were well appointed and the bathrooms were very clean. it was a good value for the cost. I lost my special pillow and the staff found it and made sure I got it back."
2645 N W Inlet Ave,"Hotels,Lodging,Hotel,Motels",Lincoln City,US,Pelican Shores Inn,4,"We only stayed for one night but wished we could have added a few days. The location of the hotel is stunning, right at the ocean. When you open the windows, you hear the waves rolling in, sitting in your chair and enjoying the view. The room we had, which was very comfortable, was on the first floor, with sliding... More"
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,5,"The staff at Hotel Deca was absolutely amazing: incredibly friendly, knowledgeable and helpful! Second to none! The location was wonderful. Essentially on campus, yet minutes from downtown Seattle! Decor was modern and hip, yet maintained a quaintness of years gone by. We loved our stay!!"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,5,Hotel is just off Interstate and easy to get to anywhere U need to go!!
2597 Holiday Rd,Hotels,Coralville,US,Americinn Coralville,4,The room was clean and austere Pretty much no frills. It was quiet. Service was courteous and prompt. It was an excellent value
2625 Constitution Dr,Hotels,Livermore,US,Comfort Inn Livermore,3,"Stayed one night and found that the hotel is basic yet comfortable for a night or two.Very close to highway, yet quiet."
40 Ashworth Ave,"Hotel,Hotels",Hampton,US,Mainsail Motel & Cottages,5,"We had a great stay at Mainsail. The rooms are immaculate, service was excellent. Kara, Dave, and (of course) Clarence do an amazing job running the Mainsail. They are very friendly and would do anything to suit your needs! We loved our stay and we are definitely going back next summer! The Mainsail is very quiet and family oriented. They... More"
2717 Village Ln,Hotels,Bossier City,US,Quality Inn and Suites,1,"The first room had a noxious smell, the carpet was wet, so we change it. The second room had a din loud sound, the AC unit fan was not working, so we change it again. The third room was little stinky but we decided to stay, we were tired of the trip and from moving. The price was pretty high around 75, I could pay that for much better hotel."
2007 N Expy,Hotels,Griffin,US,Baymont Inn & Suites Griffin,2,Please tell the operators that our room was ok except the carpeting was filty. Very dirty. Not good.
280 S Main St,"Motels,Lodging,Hotels",Wolfeboro,US,Lake Motel,5,"The Lake Motel was exactly what I was looking for. They are totally revamping their property and I stayed in a new building. The room was clean, nicely set up and overlooked a huge lawn that goes down to the lake. They have several docks, a beach, and canoes and kayaks to venture out on the lake in. The staff... More"
1101 N 3rd St,"Restaurants,Hotels,Hotels & Motels,Lodging,Motels",Mccall,US,Hotel Mc Call,5,"Right on the lake, and right in the middle of McCall is the right restaurant to go to for fine, casual dining! The view of the lake is stunning and the food was wonderful - a winning combination. My steak was properly prepared, simply served, and delicious! Rupert's is a wonderful alternative to The Narrows (more expensive and formal) and... More"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,4,Aside from the screw up with Hotels.com the hotel was exactly as advertised
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,4,Fine except we could not get breakfast due to prep for a thanksgiving buffet.
1700 Eighth St N W,"Hotel,Hotels",Austin,US,Americinn Lodge Suites Austin,5,"This is a great place to spend the night or night's. The desk people went out of their way to make us feel welcome and to help in any way they could to make us comfortable. They recommended restaurant's and gave us directions. Our room was very clean. I didn't get to see the cleaning staff to thank them, but... More"
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,4,As soon as you walk into the hotel you are greeted by a nice and friendly staff. The hotel is located near the best restaurants and provide easy access to the mall and other stores. The rooms are clean. I enjoy the atmosphere - quite.
10 Calle Y Avenida Circunvalacion,"Hotel,Hotels",Annapolis,US,Hilton Princess San Pedro Sula,3,I stayed here for work because it was the only real brand name hotel I was familiar with in the area. Check-in was terrible. I needed cash to pay a taxi fare and they didn't have an ATM in the hotel. As a result I requested to make a cash withdrawal from the hotel and have it charged to my... More
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,5,"Professional and friendly Staff. Clean rooms with all the amenities you need. The Hampton Inn located on Ridgemont is ideal, the mall is walking distance and plenty of places to dine for individuals or families."
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,3,"When we got to the hotel our room was not available and they tried to give us a double twin bed room when we had payed for a king size. Then we had to wait a half hour for our room, even though when I called earlier in the day they said our room would be ready when we got there and we could come whenever since we had payed already. We also had ants in our room. Overall it was not a great stay,and I would like to request a free night stay or else I probably will not stay at your hotels anymore. I used to stay in them a good amount, and I am sorry to say that but that is how I feel."
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,4,"The customer service was outstanding! The rooms were clean and comfortable. Our stay was very good, and it was primarily because of the manager. The manager went out of her way to make sure we had everything perfect. My appreciation to her and her staff!"
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,4,"The hotel from the outside looks a little outdated however, once you enter the building a very nice updated lobby and room await. The check in staff were very nice and helped us with the check in process. When we got to our rooms, the room was clean, smelt clean and was very nice. We stayed a total of 3... More"
3 5920 Kuhio Hwy,Hotels,Kapaa,US,Hilton Garden Inn Kauai Wailua Bay,5,We're definitely staying here again on our next visit to Kauai.
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,5,"I thought the place was great. IMy only problem was that they didn't have the hot tub that Hotels.com had listed. Otherwise, the place was clean, modern and convenient. The beds were really comfortable. The food in the restaurant not so much. We got a coupon for $7 off per person for breakfast but we waited over 40 minutes for our breakfast and when it did arrive it was cold."
35 W Jackson St,"Restaurants,Meeting & Event Planning Services,Hotels,Hotel,Lodging,Hotel and Brewery,Motels",Millersburg,US,Hotel Millersburg,1,"We will never stay here again, and I do not recommend it to anyone. I called several months ahead and owner quoted me 79.00 a night. When we got there he said 99.00 because it was FRIDAY NIGHT. I also ask for refrigators in our rooms and they stuck us in the most depressing rooms ever. We were treated like... More"
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,3,Average Hotel. Expensive for the quality. I will not recommend it. Accept pets. It is near Sawgrass Mills.
1101 N 3rd St,"Restaurants,Hotels,Hotels & Motels,Lodging,Motels",Mccall,US,Hotel Mc Call,5,"We were a large party 10+ and had booked a 1:30 pm Thanksgiving meal at Ruperts. It was earlier than we had hoped, but when we got there it was rather quiet and by the time we left it was PACKED with people waiting. The food was delicious. They even met our request of turkey legs for the kids. Monique... More"
4021 Union Deposit Rd,Hotels,Harrisburg,US,Holiday Inn Express - Harrisburg East,5,"Warm, comfy and clean. Breakfast was very good and openned at 6 AM. Shower nice and hot."
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,4,This hotel is located close to the airport and provides free shuttle to and from the airport on a 24 hour basis. The room was clean and tidy and offered the basics. We were here for just one night and the staff were friendly and accommodating. The hotel offers a complimentary breakfast but our early flight departure time did not... More
105 Melcon Ln,"Hotels & Motels,Lodging,Hotels And Motels",London,US,Econo Lodge,5,"Wonderful! Had an advanced booking for two nights but arrived a day early to avoid traveling at night. Staff was gracious and welcoming and gave us the same reduced rate we had paid for the original stay. Room was nicely appointed and very clean. Quiet and calm environment. Staff was responsive and friendly, and free breakfast was the best hotel breakfast we've had. Would definitely stay here again if we are here. Thank you, Econo Lodge London, KY for making our visit so enjoyable!"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,"Slightly tired hotel, but probably the best hotel in Waterville. Skip the in-house breakfast voucher & eat at Governors or Starbucks across the street."
4740 Highway 68,"Hotel,Hotels",Madisonville,US,Motor Inns of America,3,"As the title said, it was not the worst place I've ever stayed. Room was OK, not great, had a working refridge and a small microwave. Microwave needed to be plug in and then unplugged as there was no ON/OFF switch. There was NO alarm clock but a very good cable TV selection. Not much in the way of personal... More"
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,4,"We were out to look a the UW campus and found this hotel on TripAdvisor. Turned out to be a gem. It's an older building that's recently been re-carpeted, painted, etc.The design work is very nice and contemporary. The rooms (ours had two queen beds) were spacious by any standards. The bathrooms were clean and bright. The beds were comfortable... More"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"Spent two nights with my adult daughter and could not be more pleased. The room appeared to be recently renovated and finishes were good. Lovely full size tiled shower (no bath). Our room was on the U-shaped surround of the courtyard, which was lovely and full of greenery, a fountain, pool and several shaded tables.The breakfast was disappointing with low-end... More"
4021 Union Deposit Rd,Hotels,Harrisburg,US,Holiday Inn Express - Harrisburg East,4,"Have stayed at this hotel many times for business and have never been disappointed. Staff is very friendly and accommodating. Many places to stay in the area, but would never have an issue staying at this hotel. Many thanks."
2007 N Expy,Hotels,Griffin,US,Baymont Inn & Suites Griffin,5,"I am very particular about where I lay my head at night. After visiting several hotels in the griffin area during my business trips, this is my favorite. It is very clean, the staff is professional, and the rooms are okay. I wanted to switch rooms with a bigger work desk and the manner and ease in which they handled things was awesome! The breakfast is also wonderful!"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,3,"The hotel was clean and the people at the front desk are happy to help. Same with the staff that took care of our breakfast order. The French toast was really good, same with the oatmeal the potatoes were missing that something special but not bad. Stay away from the turkey bacon....overcooked circles of leathery meat.It was sort of annoying that there was so many people packed into the pool, that it wasn't worth going in, and that was the reason we choose the hotel.There were hockey, cheer, basketball, and gymnastics tournaments in town for the weekendSo hotels and restaurants all were at max capacity"
611 State Route 20,"Hotels,Hotel,Lodging,Bed & Breakfast & Inns,Motels",Winthrop,US,Mt Gardner Inn,5,"I would highly recommend the Mt. Gardner Inn. Greg and Alison were very friendly and helpful during my stay. Their place is perfectly located in Winthrop to access many activities: cross country skiing, snowmobiling, fat bike riding, snow shoeing. The rooms were very clean and well kept. I will definitetly go back."
4616 Osage Beach Pkwy,"Motels,Lodging,Hotels,Bed & Breakfast & Inns",Osage Beach,US,Osage Village Inn,5,"Comfortable bed with crisp sheets and a luxury blanket (not the cheap Polly kind), room smells good, very clean, affordable price, easy to find, plenty of parking, shopping right next door, close to the lake - OVI will continue be our go to place whenever we visit Lake of the Ozarks."
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,5,"I stepped out of my comfort zone decided to take a trip alone. Although I didn't get to the hotel until 1am, The young man at the front desk was very polite and welcoming. The room was clean and waking up in the morning to a site of trees and log cabin style buildings was a great refresher. The staff was always courteous and attentive to any questions and request that I had. The hotel is located perfectly on the mountain giving easy access to the gondolas and other activities within walking distance. Already booked a week stay over Thanksgiving with the family. Would definitely suggest this hotel to anyone going to Mountain Village/Telluride."
1700 Eighth St N W,"Hotel,Hotels",Austin,US,Americinn Lodge Suites Austin,4,"We stayed one night in town for a wedding and chose the AmericInn because of past performance. This one didn't let us down and lived up to our expectations clean, comfortable and top-notch staff. The breakfast offering isn't much, but it worked for us."
2645 N W Inlet Ave,"Hotels,Lodging,Hotel,Motels",Lincoln City,US,Pelican Shores Inn,10,"We loved it, was more then expected every thing was provided ! Beautiful view and the room was so comfortable I wish we could have stayed longer! Thank u"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"Great location and great service...Beautiful courtyard with a pool, fountain, and serene sitting areas..Daily breakfast with traditional eggs, sausages, cereals, oatmeal etc. We stayed there 4 nights and were feeling at home.. Friendly and very knowledgeable staff, swift taxi services offered ( if required).. Hotel is older but do not get taken aback by that: this is New Orleans and... More"
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,4,Only one of the desk attendants was somewhat rude but otherwise EVERYTHING was perfect! Id come back. :) They offered a shuttle service to and from the airport as well as to City Place which is a huge plus as Ubers can get pricey lol
280 S Main St,"Motels,Lodging,Hotels",Wolfeboro,US,Lake Motel,4,"Stayed in the new Lake Motel Lake House this summer on the first floor. Stairs only to 2nd fl. Parking near entrance to rooms. Room was clean with 2 full beds, down comforter, comfortable plush mattress, flat screen over dresser, 2 wicker cushioned chairs with center table, modern kitchenette with half sized stainless fridge/freezer, microwave, closet open area, separate vanity... More"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,4,The reason for the mediocre cleanliness rating was the carpet. It was fairly new but seemed damp and had a gummy feel to it. Glad that I brought flip flops to use in the room. All of the property staff that I encountered were super friendly and helpful. They made you feel like they appreciated you being a guest at their facility.
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,4,The only negative I have a complaint about is when coming and going to my car is the geese.I tried going into my car and the geese where right at my door.
2597 Holiday Rd,Hotels,Coralville,US,Americinn Coralville,4,friendly staff and very helpful!!! Nice POOL
2505 Main St,"Hotels & Motels,Lodging,Motels",Alamosa,US,Super 8 Alamosa,4,The only negative things was at night there was a lack of parking spaces. I had to park off the premise and hope my car would still be there in the morning. Other than that issue my stay was very good.
4691 Castleton Way,Hotels,Castle Rock,US,Days Inn & Suites Castle Rock,5,"this was our 2nd visit within a month - we like the easy access to I25, Castle Rock, and Littleton where we have relatives. Breakfast is good and home cooked oatmeal!"
8040 Oliver Rd,"Hotel,Hotels",Erie,US,Solstice,1,"All smoking rooms, none have been updated yet. Was advertised as all remodeled hotel. Non-smoking Not true! Room stunk of years of smoke filthy carpets, my son had to have three asthma treatments in one night. No other rooms available we would've left. Got there late after being at amusement park all day. Was close enough to amusements. But very dirty hotel. Hotel renovation was that they've taken out the hot tub and the pool is disgusting and green and we do not want to get in it. Extremely disappointing! Hotel said they could not attempt to refund me anything because I had paid for it on Expedia"
118 S Clinton St,"Railroads,Hotels,Rail Tours,Tours",Chicago,US,Pullman Rail Journeys,5,"Took Pullman Rail Journeys from Chicago to West Palm Beach, Florida for New Yea'rs. The only way to travel. Vintage, restored private sleeper and a lounge car were used. Private check-in at the first class lounge, and your bags are taken right to your sleeping car compartment. There was also a lounge car, where white-jacketed attendants served drinks of every... More"
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,1,"We were booked to stay for 2 nights. We left after the first night because of the conditions of the room. First of all, the room was freezing. The sheets and blankets were of very poor quality. My husband kept saying they felt like they were made of plastic. The bed was also very poor quality and dipped in the... More"
2008 S Hawthorne Rd,Hotels & Motels,Winston Salem,US,Quality Inn & Suites Hanes Mall,5,"If you need an inexpensive place to stay in Winston-Salem, stay here. Rooms are clean and comfortable. Pool is larger than what you find at many newer hotels. Desk staff professional and courteous. Most amazingly, even though it was full the night I stayed there it was quiet and I got a great night sleep. Unlike other reviewers I was... More"
2007 N Expy,Hotels,Griffin,US,Baymont Inn & Suites Griffin,1,Very frustrating-i canceled my reservation by phone 2 plus months before the stay-I received a cancelation confirmation by email. then on the date i was suppose to stay i received an email from my credit card questioning the charges as fraud. when I called the hotel they were not very helpful and said i see that you canceled but I... More
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,3,"Staff was very preoccupied with an event at the hotel. We felt like we were hassling them when we checked in. The only thing they did was hand us the room key, we had to inquire about everything else. Pool and hot tub were closed the first night for the event. Parking was inadequate. Location was great..."
7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,Springhill Suites Columbia,1,Arrived at about 10:30pm after a long day of traveling and meetings. The lady of the front desk stared at the computer for about 10 minutes until I asked if something was wrong. She mumbled something about being sold out. I asked if she had my reservation and she said it's in here we just don't have any rooms. I... More
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,3,Friendly staff. Housekeeping definitely does a good job.Breakfast was excellent.
100 Holiday Dr,Hotels,Portland,US,Holiday Inn Express & Suites Portland,5,"Newish Holiday Express in still in very good condition. Enjoyed the peace and comfort of our standard 2 beds room so much we decided to stay another night. Good mattresses, linens and pillows and window that opens for fresh air. Reliable WiFi. Portland is very quiet a rural county seat town. This is farm country and they roll up the... More"
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,"I needed a nice place to go for Valentines Day and looked all over West Palm Beach for the best hotel that would be able to fit my requirements for the night. I wanted to make this the best Valentines Day for my girlfriend ever and so a Jacuzzi tub was a must, as well as a king sized bed.... More"
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,This hotel is overall great. The true highlight though are the staff here they all are great and provide amazing guest service! Mercedes at the front desk is 5 star any questions or concerns are addressed with the upmost attention! The rooms are delightful as well very spacious and updated look.
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,4,"I stayed here in May, 2015 while visiting the University of Washington. The hotel is an older property that has been recently renovated. The room was very spacious and comfortable. Basic internet service was free with the room, but too slow to Skype so I tethered to my phone. The hotel could use a real restaurant rather than just having... More"
4616 Osage Beach Pkwy,"Motels,Lodging,Hotels,Bed & Breakfast & Inns",Osage Beach,US,Osage Village Inn,3,Stay July 28-31st for a family reunion only have a few complaints. When we got to our room the key lock was jammed called front desk she tried to explain how to jiggle it right so it would open. I didn't know it would take 20 minutes to get the door opened each time but whatever.... The door eventually opened...... More
2707 Veterans Ave,"Travel & Transport,Hotels,Hotels & Motels",Vandalia,US,Ramada Vandalia,5,Very nice.Friendly staff. Nice breakfast layout
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,A group of my friends and I wanted to be in New Orleans for New years eve! We wanted to see the French quarter etc. This hotel was in the perfect place. The French quarter was right behind this hotel. It took less than 5 minutes to walk to the French quarter. It was far enough though that it wasn't... More
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,5,"We rented a ski-in/ski-out four bedroom home for a ski weekend. We expected to like the place given the price but the value of a true ski-in/ski-out place adjacent to a ski run was more than we ever imagined. If you have the means and the inclination, do it! And do it here. These homes are beautiful, five star places.... More"
18980 Upper Belmont Pl,"Conference & Convention Centers,Wholesale Copiers,Conventions,Hotels & Motels,Lodging,Meeting Room,Resorts,Convention Center,Resort",Leesburg,US,The National Conference Center,3,the cafeteria style food is pretty good. grab some goodies to take to your room!
1055 E Mcnee Road Of Main St,"Corporate Lodging,Hotel & Motel Reservations,Hotels,Accommodations & Lodging,Lodging,Motels,Hotel",Houston,US,Comfort Suites,4,"Great location walking distance to NRG Stadium. Next door to Pappa BBQ (warning- good, but very smoky flavor). Hotel was nicely decorated, gave a warm welcome. Front desk staff was friendly, though distracted. Our room, while quite large (we had an accessible room), had two ACs that did not de-humidify the room. It felt damp/humid the whole stay. Though... More"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,4,Close to everything. Nice hotel. Staff seems friendly. The bar area nice. Easy to walk to the fun of New Orleans down on Bourbon street. Room was clean. Kinda of dark but it was nice. Shower was awesome would love to have it in my house.
5479 Westmoreland Plz,Hotels,Douglasville,US,Quality Inn Near Six Flags,5,Inexpensive but clean place with friendly staff. Only 1/2 hour from Georgia Dome late at nite so this location makes for a good nites pitstop if heading west out of Atlanta or looking to lay up a day before going into the city. Great price with discounts :)
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"Your stay at the DoubleTree in Bay City, Michigan will make you happy you chose them! From Service...to the whole atomsphere...you will love the experience! The food was well presented and excellent. The room was well appointed and the Staff were just darn great!!"
4630 Chambers Rd,"Hotels & Motels,Family-Friendly Hotels,Travel Agencies,Tourist Hotels,Budget Hotels,Lodging,Business Hotels",Macon,US,Quality Inn,3,"If, like me, you are planning on a one night stay as you travel from one area to another, this is a suitable place to stay if you don't mind it being a little dated. It is, however, kept clean and you'll get a quiet night's rest. Friendly staff and close to the highway."
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,1,Best place to stay at the holidays.
2625 Constitution Dr,Hotels,Livermore,US,Comfort Inn Livermore,4,Hotel was a little bit stinky.
118 S Clinton St,"Railroads,Hotels,Rail Tours,Tours",Chicago,US,Pullman Rail Journeys,4,For us this was all about the restored sleeper cars and the train trip experience The train was very cool and it did have a retro feel. There was a review that said the Pullman Rail Journeys is a great concept poorly executed and I would have to agree. So much potential to make this AMAZING! The company needs to... More
2597 Holiday Rd,Hotels,Coralville,US,Americinn Coralville,3,"Needed vacuummed. Debris on floor, long dark hair on shower walls. I'm ex-military, short haircut, sandy hair...definitely not my hair. Would've been a nice place for the money if had clean carpets etc"
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,1,"First trip to Telluride and this is a very nice Hotel with a very Lodge-like feel. However the room accorded us through the Hotels.Com booking was Spartan at best consisting of a bed, a closet, a shower and nothing else! This was unfortunate as occupancy at the lodge/Hotel was not crowded and the Hotel Management staff there certainly had the flexibility to assign a room more representative of the quality at this facility. Wont book there again under these circumstances as lesson has been learned!"
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,Stayed again for our anniversary. It was a great get away at a great place! I love this place. Going to go back next week because my daughter has state testing close by and I wouldn't stay anywhere else in Bay City!
San Felipe,"Hotel,Hotels",Pittsville,US,El Cortez,4,"Had a pleasant stay at Hotel El Cortez. Our hotel room was cleaner and a lot larger than we expected--we had a single room on the second floor with a king size bed. We were a little concerned that the door didn't have a deadbolt, so we did put a chair in front of the door when we went to... More"
7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,Springhill Suites Columbia,3,this hotel is very beautiful it makes me think of a miami style apartment and you get free breakfast yummy
7550 W State Road 84,Hotels,Fort Lauderdale,US,Extended Stay America - Fort Lauderdale - Davie,4,Recently stayed here as did the rest of my family. The staff was very pleasant and a pleasure to work with. The rooms really need to be updated but for a few day stay it's manageable.
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,We had a great experience with the West Palm Beach Doubletree. The breakfast included with our stay was a full breakfast with great quality food. The staff in all areas were extremely helpful and friendly. We would definitely stay again.
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,5,a quaint motel but clean. Could have used more electric outlets in room though
7550 W State Road 84,Hotels,Fort Lauderdale,US,Extended Stay America - Fort Lauderdale - Davie,2,"Room was fairly basic quality. It was clean enough, but there were corners and crannies that obviously have never seen a mop or vacuum. The bedding was very thin and the mattresses and pillows weren't very comfortable at all. It's a low frills room so I didn't expect to get blown away, but I did expect the fundamentals to be strong for the price. For other amenities, WiFi was artificially slowed so they can upsell on faster experience, so be aware. Utensils were available, but you have to ask, it would have been more welcoming to have them in the cabinets. Overall not a terrible experience, just kind of forgettable and didn't really make me feel I got a good value. Ultimately nearby competitors may offer more for the same price, or the same experience for less."
65 S E First Ln,"Hotel,Hotels",Lamar,US,Blue Top Inn,3,"We like this little motel the price is right and the rooms are comfortable. In the past we have found the front desk personnel to be very warm welcoming but this time the super friendly clerk unlocked the lobby door and, as per the sign, explained that guests need to go to the truck stop C-Store to register.... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,3,"We did not realize it is a dog friendly hotel and there were lots of dogs, including a yappy one right next to us. But I called the front desk and they took care of it. I am allergic to dogs but did not have any problem in our room. The breakfast service was horribly slow, both getting seated and waiting for coffee and food. Who wants to wait for coffee I finally got my own out in the hallway. . . . Our last morning we just skipped breakfast because we didn't want to wait."
2625 Constitution Dr,Hotels,Livermore,US,Comfort Inn Livermore,2,Stayed at hotel for 2 nights during a business trip. The rooms had old decor and the bed was horrible. The blanket and comforter were worn and old. Not sure why this hotel has the rating it does. It is over priced.
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,5,"It is my second stay in La Quinta Sunrise and it offers a excellent service and clean rooms. The hotel's staff is really cool and helps you with anything you need. The location is great, nearby you have shopping malls restaurants, drougstores, markets, everything. It is a little far from Miami downtown but if you like to relax, this is... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,"Great hotel to stay ,,Was there for my niece to see Unity college"
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,4,"Nice hotel, nice rooms, nice staff, nice pool Only problem was the people above us stomping around and running and jumping off beds (more than likely uncontrolled children). Pool was nice and clean but there were uncontrolled children that made the enclosed, heated pool intolerable."
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,5,Perfect location and great breakfast buffet.
442 Walker Bay Blvd,Hotels,Walker,US,Country Inn Walker,5,It was a very clean basic hotel. I'll surely stay again.
2707 Veterans Ave,"Travel & Transport,Hotels,Hotels & Motels",Vandalia,US,Ramada Vandalia,4,Always stay here on the way to visit family. Consistently clean and pleasant.
2597 Holiday Rd,Hotels,Coralville,US,Americinn Coralville,1,"First of all, there was only one person at the front desk, and we had to stand in line for a 1/2 hour to check in. Our room was nonsmoking, and it stunk with stale smoke. Thank goodness the p-tac unit worked to help air out the room. The shower was barely a drizzle. The elevator sounded like it was on it's last leg. Breakfast was not impressive at all. Every day when we returned from the hospital after being there for over 12 hours, our key didn't work, and we had to go back down to the desk to get it reprogrammed. Our room was on the top floor, and the furthest from the elevator."
7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,Springhill Suites Columbia,5,"Kim and Selena are superb ambassadors. They know how to access Rewards database to insure best accommodations. Most importantly, they are take-charge, high-energy, but good listeners and eager to make Springhill shine. 'will definitely return. Kudos, Kim and Selena!"
1435 Cornell Ave,"Hotels & Motels,Lodging",Lovelock,US,Royal Inn,4,"Options in Lovelock for a couple with a larger dog are limited. First time staying in this hotel. Clean, basic room, friendly management. Older property but cared for. Breakfast is minimal, happy they provided what they did. Across the road from the casino. Lovelock is a wonderful little town!"
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,4,"We had a great time in Telluride. Mountain Lodge was a great place to stay. We'd go back. The outdoor pool was our 5-year olds favorite feature. We liked our jr suite, true ski-in/out access from the Double Cabin run down to Meadows base, the hot tub and the lodge with the restaurant aptly named the View. The kitchen was... More"
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,3,"Decent room, nice playground and indoor pool. Nice views of the Mill Pond also. Close to everything. We had a great price as it was December. Manager woman was extremely nice and so helpful."
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,We had a wonderful stay. The breakfast was tasty and saves you tons of money! Thanks for the wonderful hospitality.
2717 Village Ln,Hotels,Bossier City,US,Quality Inn and Suites,2,"I consider this a low to medium priced hotel. No matter what the cost, I always expect cleanliness. Black mold around the tub is not acceptable. A shower head that leaks significantly when running bath water is not acceptable. We had to change rooms because our water heater was not functioning properly. The staff was very accommodating on this issue. In the end, however, I cannot say my visit was anywhere near satisfactory because of the issues in the bathroom of the room we did stay in."
4526 E Belknap St,Hotels,Haltom City,US,Haltom Inn,1,"It was horrible, the room was not clean,and the AC didn't work had to call for help. Then gave my kids a room someone else was in."
